timestamp,job_duration,avg_duration,duration_ratio,failures_last_hour,time_since_last_success,dockerfile_modified,workflow_modified,suspicious_keywords_found,vulnerabilities_total,critical_vulns,new_vulnerabilities,secrets_detected,secret_file_count,aws_keys_found,status,anomaly
2025-04-01 12:07:05.353137,279.84,207.98,1.35,2,116.36,0,0,0,47,18,6,1,1,0,failure,1
2025-04-01 06:59:05.353152,329.74,222.18,1.48,0,53.43,0,1,0,41,0,2,3,3,0,failure,1
2025-04-05 10:17:05.353170,176.75,53.31,3.32,1,93.68,0,1,0,22,9,5,2,2,0,success,1
2025-04-01 05:24:05.353188,109.56,324.49,0.34,4,94.18,0,0,0,40,6,0,0,0,0,failure,1
2025-04-02 20:35:05.353205,170.02,27.32,6.22,2,29.45,0,0,0,24,10,9,0,0,0,failure,1
2025-04-03 10:20:05.353220,198.21,119.23,1.66,0,81.81,0,1,0,13,0,3,3,3,0,failure,1
2025-04-03 07:59:05.353234,528.2,469.83,1.12,2,64.72,0,0,0,16,0,7,0,0,0,success,0
2025-04-04 21:14:05.353251,478.18,353.95,1.35,1,16.01,0,0,0,23,9,6,3,3,0,success,1
2025-04-01 04:37:05.353397,177.87,447.66,0.4,1,79.39,1,0,4,16,0,3,1,1,0,failure,1
2025-04-04 09:44:05.353436,501.45,324.35,1.55,1,22.48,0,0,0,10,0,0,1,1,0,failure,1
2025-04-01 12:32:05.353449,564.55,237.22,2.38,1,103.01,0,0,0,4,2,1,2,2,0,failure,1
2025-04-05 09:00:05.353471,245.2,329.77,0.74,0,73.37,0,0,0,2,0,4,3,3,0,failure,1
2025-03-31 01:20:05.353487,167.8,130.41,1.29,0,17.05,0,0,0,25,4,4,0,0,0,success,0
2025-04-06 11:47:05.353510,132.89,90.56,1.47,1,71.31,0,0,0,38,15,5,1,1,0,failure,1
2025-04-01 16:35:05.353527,407.76,49.63,8.22,1,104.86,0,0,0,41,19,8,1,1,0,failure,1
2025-03-31 21:23:05.353547,406.36,148.4,2.74,3,64.67,0,0,0,15,6,9,1,1,0,success,1
2025-04-02 10:50:05.353563,29.57,136.34,0.22,1,28.63,0,0,0,44,4,1,2,2,0,failure,1
2025-04-05 13:21:05.353580,54.95,93.81,0.59,2,32.38,0,0,0,49,12,5,0,0,0,success,1
2025-04-01 14:34:05.353596,373.07,130.04,2.87,2,7.78,1,0,4,35,3,5,0,0,0,success,1
2025-04-01 19:46:05.353611,416.71,487.03,0.86,2,65.34,0,0,0,45,20,7,1,1,0,success,1
2025-04-05 21:29:05.353627,71.38,448.19,0.16,3,52.41,0,0,0,25,4,0,0,0,0,success,1
2025-04-01 21:13:05.353643,29.98,312.87,0.1,3,75.3,0,0,0,10,0,1,0,0,0,failure,1
2025-04-02 17:30:05.353662,340.82,417.39,0.82,4,117.27,0,0,0,36,14,0,0,0,0,failure,1
2025-04-03 10:55:05.353682,34.14,204.57,0.17,2,110.71,0,0,0,8,2,5,1,1,1,success,1
2025-03-30 21:12:05.353698,528.68,344.69,1.53,0,71.31,0,0,0,13,1,7,1,1,0,success,1
2025-04-03 23:17:05.353713,590.34,491.34,1.2,1,3.3,1,1,3,25,6,0,0,0,0,failure,1
2025-04-02 08:13:05.353732,569.43,133.48,4.27,3,85.01,0,0,0,18,4,6,1,1,0,success,1
2025-04-01 22:38:05.353748,285.73,141.47,2.02,1,60.66,0,0,0,1,0,10,1,1,0,success,1
2025-04-04 12:26:05.353766,21.5,315.27,0.07,4,5.11,0,0,0,8,0,8,1,1,0,success,1
2025-04-01 03:33:05.353783,334.58,400.51,0.84,2,112.59,0,0,0,37,6,7,0,0,0,failure,0
2025-03-30 19:58:05.353801,88.23,129.73,0.68,2,11.63,0,0,0,25,5,3,3,3,0,failure,1
2025-04-05 11:47:05.353819,82.73,147.44,0.56,3,50.12,0,0,0,5,0,3,2,2,0,success,1
2025-04-05 17:15:05.353836,464.97,91.95,5.06,1,99.16,0,1,0,11,3,6,1,1,0,success,1
2025-04-02 06:08:05.353851,584.99,411.5,1.42,4,81.41,1,0,2,47,0,1,2,2,0,success,1
2025-04-01 10:34:05.353869,206.23,331.96,0.62,2,67.33,0,0,0,47,0,4,2,2,0,success,1
2025-04-05 18:38:05.353886,457.23,45.56,10.04,4,113.78,1,0,1,48,8,0,3,3,0,failure,1
2025-04-01 08:30:05.353904,71.26,369.32,0.19,3,72.19,0,0,0,5,2,0,1,1,0,failure,1
2025-04-03 03:52:05.353921,131.82,446.99,0.29,4,7.21,0,0,0,13,1,8,0,0,0,success,1
2025-03-31 13:52:05.354021,429.88,141.52,3.04,0,35.96,0,1,0,33,5,9,1,1,0,success,1
2025-04-05 23:52:05.354040,153.22,438.93,0.35,3,86.0,0,0,0,28,11,8,0,0,0,failure,1
2025-04-05 20:49:05.354059,221.19,347.94,0.64,0,81.71,0,0,0,50,15,4,2,2,0,failure,1
2025-04-02 21:41:05.354077,239.6,188.87,1.27,0,32.45,0,0,0,38,3,1,0,0,0,failure,0
2025-04-02 13:11:05.354095,556.63,233.31,2.39,3,42.93,0,0,0,46,8,1,2,2,0,success,1
2025-04-06 07:22:05.354122,416.06,266.99,1.56,2,65.31,0,0,0,24,1,7,3,3,0,success,1
2025-04-01 00:19:05.354140,461.31,498.5,0.93,1,23.89,0,0,0,31,15,0,0,0,0,failure,1
2025-04-05 08:54:05.354156,402.99,167.09,2.41,3,117.99,0,0,0,42,15,2,0,0,0,success,1
2025-04-06 02:50:05.354173,390.5,83.28,4.69,2,33.32,0,0,0,40,4,9,0,0,1,success,1
2025-03-31 12:20:05.354191,573.48,72.13,7.95,0,24.21,1,0,2,37,17,8,0,0,0,failure,1
2025-03-31 04:49:05.354211,229.07,346.57,0.66,0,94.16,0,0,0,28,10,4,2,2,0,failure,1
2025-03-30 19:35:05.354229,521.93,36.78,14.19,3,23.36,1,0,2,49,14,7,0,0,0,failure,1
2025-03-31 12:01:05.354246,597.75,275.91,2.17,0,28.48,0,0,0,24,7,5,3,3,0,failure,1
2025-04-02 12:31:05.354262,75.4,94.33,0.8,1,29.28,0,0,0,38,16,9,3,3,0,failure,1
2025-04-05 13:23:05.354279,85.13,240.97,0.35,2,3.18,0,0,0,5,2,9,0,0,0,success,0
2025-04-04 16:40:05.354302,63.63,461.86,0.14,1,44.82,0,0,0,38,0,5,0,0,0,failure,0
2025-03-31 02:28:05.354319,66.37,104.81,0.63,0,44.4,0,0,0,9,1,9,1,1,0,success,1
2025-04-06 04:18:05.354337,81.15,461.87,0.18,0,25.3,0,0,0,12,0,4,2,2,0,success,1
2025-04-05 23:13:05.354353,586.81,484.99,1.21,4,101.96,0,0,0,31,2,4,2,2,0,success,1
